work_tract,home_tract,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03
40109103300,40109108220,26,1,17,8,1,10,15,0,0,26
40109103300,40109108221,20,0,18,2,0,8,12,0,0,20
40109103300,40109108301,26,0,22,4,14,9,3,5,0,21
40109103300,40109108302,56,17,19,20,5,25,26,1,1,54
40109103300,40109108303,33,10,10,13,5,14,14,0,0,33
40109103300,40109108304,20,2,11,7,4,11,5,0,0,20
40109103300,40109108307,95,8,55,32,21,30,44,0,0,95
40109103300,40109108309,42,4,15,23,3,21,18,0,0,42
40109103300,40109108310,33,5,16,12,4,18,11,0,1,32
40109103300,40109108313,49,10,25,14,8,26,15,0,0,49
40109103300,40109108314,14,4,8,2,3,6,5,1,0,13
40109103300,40109108315,34,7,18,9,2,17,15,1,0,33
40109103300,40109108316,24,4,16,4,0,11,13,0,0,24
40109103300,40109108317,19,2,12,5,1,2,16,2,0,17
40109103300,40109108318,23,3,14,6,1,9,13,1,0,22
40109103300,40109108402,12,4,5,3,6,1,5,0,0,12
40109103300,40109108403,12,0,9,3,2,3,7,0,0,12
40109103300,40109108404,29,1,18,10,6,16,7,0,0,29
40109103300,40109108504,51,14,13,24,3,23,25,0,0,51
40109103300,40109108506,35,7,16,12,4,10,21,2,0,33
40109103300,40109108507,4,0,3,1,0,0,4,0,0,4
40109103300,40109108508,14,2,9,3,0,7,7,0,0,14
40109103300,40109108511,24,9,12,3,3,8,13,0,1,23
40109103300,40109108512,11,0,10,1,0,4,7,0,0,11
40109103300,40109108513,22,4,11,7,0,11,11,0,0,22
40109103300,40109108514,20,0,10,10,1,9,10,2,1,17
40109103300,40109108515,29,4,10,15,8,7,14,0,0,29
40109103300,40109108519,31,4,12,15,5,15,11,0,1,30
40109103300,40109108520,7,2,2,3,0,4,3,4,0,3
40109103300,40109108521,2,1,1,0,1,1,0,1,0,1
40109103300,40109108523,50,5,33,12,2,23,25,0,0,50
40109103300,40109108524,12,2,8,2,0,5,7,0,0,12
40109103300,40109108525,13,0,11,2,2,5,6,0,0,13
40109103300,40109108526,43,3,23,17,1,15,27,1,0,42
40109103300,40109108527,25,6,12,7,2,8,15,0,0,25
40109103300,40109108528,10,0,5,5,0,6,4,0,0,10
40109103300,40109108529,22,2,10,10,3,3,16,1,0,21
40109103300,40109108530,24,4,12,8,1,8,15,0,0,24
40109103300,40109108601,8,0,7,1,1,1,6,0,0,8
40109103300,40109108602,1,0,1,0,1,0,0,0,0,1
40109103300,40109108603,17,2,6,9,4,3,10,2,0,15
40109103300,40109108701,2,2,0,0,0,0,2,0,0,2
40109103300,40109108703,15,0,7,8,0,2,13,1,0,14
40109103300,40109108704,22,2,12,8,2,9,11,0,0,22
40109103300,40109108706,14,1,8,5,0,10,4,0,0,14
40109103300,40109108707,19,0,16,3,1,11,7,3,1,15
40109103300,40109108708,3,0,2,1,0,2,1,0,1,2
40109103300,40109108709,9,1,5,3,0,3,6,1,0,8
40109103300,40109108801,25,4,12,9,4,13,8,0,0,25
40109103300,40109108802,18,2,12,4,2,6,10,0,1,17
40109103300,40109108803,21,1,4,16,9,9,3,0,0,21
40109103300,40109108804,16,0,13,3,2,9,5,0,0,16
40109103300,40109108900,12,0,8,4,2,8,2,0,0,12
40109103300,40109109001,7,4,2,1,1,4,2,0,1,6
40109103300,40109109003,8,3,3,2,0,4,4,0,0,8
40109103300,40109109004,7,0,0,7,0,0,7,0,0,7
40109103300,40109109201,6,0,5,1,1,0,5,0,0,6
40109103300,40109109202,3,1,2,0,0,1,2,0,0,3
40109103400,40109100100,1,0,1,0,1,0,0,0,0,1
40109103400,40109100200,11,2,5,4,1,9,1,7,3,1
40109103400,40109100400,1,0,0,1,0,0,1,1,0,0
40109103400,40109100500,1,1,0,0,0,1,0,0,1,0
40109103400,40109100700,2,0,1,1,0,1,1,0,1,1
40109103400,40109100800,6,1,5,0,1,2,3,5,1,0
40109103400,40109100900,8,6,1,1,1,3,4,7,0,1
40109103400,40109101200,4,3,1,0,0,3,1,2,2,0
40109103400,40109101300,3,0,3,0,0,1,2,2,1,0
40109103400,40109101700,7,0,2,5,0,0,7,2,0,5
40109103400,40109101800,1,0,0,1,0,0,1,0,1,0
40109103400,40109101900,5,1,4,0,0,1,4,1,0,4
40109103400,40109102000,2,0,1,1,1,1,0,1,0,1
40109103400,40109102100,5,1,2,2,2,1,2,2,2,1
40109103400,40109102200,8,1,6,1,0,8,0,7,0,1
40109103400,40109102300,9,2,5,2,0,5,4,4,3,2
40109103400,40109102400,5,1,2,2,0,5,0,4,0,1
40109103400,40109102500,1,0,0,1,0,0,1,1,0,0
40109103400,40109102800,2,0,2,0,0,2,0,2,0,0
40109103400,40109103400,24,2,11,11,4,10,10,11,5,8
40109103400,40109103900,7,1,6,0,0,6,1,4,0,3
40109103400,40109104000,1,0,1,0,0,1,0,1,0,0
40109103400,40109104100,3,3,0,0,2,1,0,2,1,0
40109103400,40109104200,1,0,1,0,0,1,0,1,0,0
40109103400,40109104300,9,3,4,2,0,7,2,5,4,0
40109103400,40109104400,9,5,4,0,2,7,0,8,1,0
40109103400,40109104500,4,3,1,0,0,4,0,4,0,0
40109103400,40109104700,2,0,2,0,0,2,0,0,0,2
40109103400,40109104800,4,2,1,1,0,4,0,2,1,1
40109103400,40109104900,8,0,7,1,0,7,1,2,6,0
40109103400,40109105201,2,0,2,0,0,2,0,2,0,0
40109103400,40109105202,1,0,0,1,0,0,1,1,0,0
40109103400,40109105300,3,2,1,0,2,1,0,2,1,0
40109103400,40109105400,1,0,1,0,0,0,1,1,0,0
40109103400,40109105500,5,0,3,2,0,0,5,5,0,0
40109103400,40109105600,9,3,4,2,0,8,1,7,2,0
40109103400,40109105700,3,1,2,0,1,2,0,1,1,1
40109103400,40109105800,1,0,1,0,0,0,1,0,1,0
40109103400,40109105903,2,0,0,2,2,0,0,2,0,0
40109103400,40109105904,5,1,4,0,1,2,2,3,2,0
40109103400,40109105905,5,0,3,2,0,5,0,4,1,0
40109103400,40109105906,9,1,5,3,0,8,1,1,4,4
40109103400,40109105907,14,4,4,6,0,5,9,9,5,0
40109103400,40109106100,1,0,1,0,0,0,1,1,0,0
40109103400,40109106301,3,0,1,2,0,1,2,0,3,0
40109103400,40109106302,4,0,4,0,0,3,1,3,0,1
40109103400,40109106303,4,0,3,1,0,4,0,3,1,0
40109103400,40109106401,3,0,0,3,0,1,2,2,1,0
40109103400,40109106403,8,0,4,4,0,4,4,6,1,1
40109103400,40109106501,5,0,0,5,0,1,4,0,3,2
40109103400,40109106502,4,0,4,0,2,2,0,4,0,0
40109103400,40109106503,1,0,0,1,0,0,1,0,0,1
40109103400,40109106601,5,3,2,0,1,3,1,4,1,0
40109103400,40109106602,2,1,1,0,0,2,0,0,0,2
40109103400,40109106604,1,0,1,0,0,1,0,1,0,0
40109103400,40109106606,2,0,2,0,0,0,2,1,1,0
40109103400,40109106607,5,0,3,2,2,0,3,3,0,2
40109103400,40109106608,2,0,2,0,0,2,0,2,0,0
40109103400,40109106610,1,1,0,0,0,1,0,1,0,0
40109103400,40109106702,10,0,4,6,2,5,3,5,4,1
40109103400,40109106704,2,1,0,1,0,1,1,1,1,0
40109103400,40109106705,1,1,0,0,0,1,0,1,0,0
40109103400,40109106706,4,0,4,0,0,3,1,1,3,0
40109103400,40109106707,3,0,1,2,0,2,1,1,2,0
40109103400,40109106708,2,0,0,2,0,0,2,1,1,0
40109103400,40109106802,4,0,3,1,0,1,3,3,1,0
40109103400,40109106803,7,3,2,2,0,5,2,1,4,2
40109103400,40109106804,8,2,5,1,0,6,2,6,2,0
40109103400,40109106902,1,0,1,0,0,1,0,1,0,0
40109103400,40109106903,8,1,6,1,0,3,5,6,0,2
40109103400,40109106906,9,0,5,4,0,5,4,5,1,3
40109103400,40109106907,7,0,5,2,0,2,5,4,1,2
40109103400,40109106909,2,1,0,1,2,0,0,2,0,0
40109103400,40109106910,6,3,3,0,0,1,5,2,3,1
40109103400,40109106911,4,0,3,1,0,0,4,3,1,0
40109103400,40109106912,2,0,0,2,0,2,0,2,0,0
40109103400,40109106913,4,0,1,3,0,4,0,3,1,0
40109103400,40109106914,9,8,0,1,0,5,4,9,0,0
40109103400,40109106915,12,1,9,2,1,10,1,11,0,1
40109103400,40109107001,6,0,1,5,0,6,0,6,0,0
40109103400,40109107206,4,3,1,0,0,3,1,2,1,1
40109103400,40109107207,3,2,1,0,0,1,2,0,0,3
40109103400,40109107209,8,4,4,0,0,8,0,8,0,0
40109103400,40109107210,2,0,2,0,0,0,2,1,0,1
40109103400,40109107211,4,0,2,2,0,1,3,1,3,0
40109103400,40109107212,11,3,7,1,0,6,5,7,3,1
40109103400,40109107213,4,1,2,1,0,3,1,3,0,1
40109103400,40109107214,4,0,1,3,0,2,2,4,0,0
40109103400,40109107215,9,0,6,3,0,5,4,8,0,1
40109103400,40109107216,12,1,8,3,0,10,2,9,3,0
40109103400,40109107217,7,0,5,2,2,5,0,5,0,2
40109103400,40109107218,2,0,2,0,1,1,0,1,1,0
40109103400,40109107219,6,1,2,3,1,4,1,5,1,0
40109103400,40109107220,5,1,4,0,0,1,4,3,2,0
40109103400,40109107221,3,2,0,1,0,2,1,0,3,0
40109103400,40109107223,2,0,1,1,0,2,0,2,0,0
40109103400,40109107302,3,0,2,1,0,1,2,2,1,0
40109103400,40109107303,2,0,1,1,0,1,1,2,0,0
40109103400,40109107305,3,0,0,3,0,3,0,3,0,0
40109103400,40109107306,4,0,4,0,0,2,2,3,1,0
40109103400,40109107401,12,0,10,2,0,4,8,5,6,1
40109103400,40109107403,11,0,8,3,0,5,6,10,1,0
40109103400,40109107404,4,0,2,2,0,1,3,2,2,0
40109103400,40109107601,3,0,1,2,0,0,3,3,0,0
40109103400,40109107604,2,2,0,0,0,2,0,1,1,0
40109103400,40109107605,2,2,0,0,0,2,0,2,0,0
40109103400,40109107607,9,3,6,0,2,4,3,9,0,0
40109103400,40109107703,3,0,0,3,0,1,2,3,0,0
40109103400,40109107704,2,0,2,0,0,2,0,1,1,0
40109103400,40109107705,3,0,1,2,0,1,2,0,3,0
40109103400,40109107706,1,0,0,1,0,1,0,0,1,0
40109103400,40109107707,7,0,7,0,0,2,5,7,0,0
40109103400,40109107801,2,0,1,1,0,1,1,1,1,0
40109103400,40109107804,3,0,2,1,0,2,1,3,0,0
40109103400,40109107806,3,0,0,3,0,0,3,2,1,0
40109103400,40109107807,9,4,2,3,1,6,2,5,4,0
40109103400,40109107808,4,0,3,1,0,2,2,4,0,0
40109103400,40109107809,5,1,4,0,0,5,0,2,2,1
40109103400,40109107810,4,0,3,1,0,3,1,3,1,0
40109103400,40109107900,1,0,1,0,0,1,0,1,0,0
40109103400,40109108003,2,0,2,0,0,2,0,2,0,0
40109103400,40109108006,6,1,1,4,0,3,3,5,1,0
40109103400,40109108008,2,0,2,0,0,2,0,2,0,0
40109103400,40109108009,3,0,3,0,0,1,2,0,2,1
40109103400,40109108010,3,0,3,0,0,3,0,2,1,0
40109103400,40109108011,1,0,1,0,0,0,1,1,0,0
40109103400,40109108106,6,0,0,6,0,3,3,1,2,3
40109103400,40109108107,7,0,0,7,0,0,7,7,0,0
40109103400,40109108109,5,0,3,2,0,0,5,5,0,0
40109103400,40109108110,6,0,0,6,0,0,6,2,4,0
40109103400,40109108114,7,3,3,1,0,3,4,5,2,0
40109103400,40109108201,1,1,0,0,0,1,0,1,0,0
40109103400,40109108203,1,0,1,0,0,0,1,0,1,0
40109103400,40109108204,1,0,1,0,0,1,0,1,0,0
40109103400,40109108206,4,0,4,0,0,2,2,3,1,0
40109103400,40109108208,1,1,0,0,0,1,0,0,1,0
40109103400,40109108213,1,1,0,0,1,0,0,1,0,0
40109103400,40109108216,1,1,0,0,0,0,1,1,0,0
40109103400,40109108217,8,4,3,1,0,5,3,8,0,0
40109103400,40109108218,3,0,2,1,1,1,1,0,1,2
40109103400,40109108219,5,0,5,0,0,0,5,3,0,2
40109103400,40109108220,3,0,3,0,0,2,1,2,0,1
40109103400,40109108221,7,1,6,0,0,2,5,1,0,6
40109103400,40109108301,3,0,3,0,0,3,0,2,0,1
40109103400,40109108302,1,0,0,1,0,0,1,0,0,1
40109103400,40109108303,10,2,8,0,0,10,0,3,5,2
40109103400,40109108304,3,0,1,2,0,0,3,3,0,0
40109103400,40109108307,6,0,4,2,0,2,4,2,4,0
40109103400,40109108310,4,2,1,1,0,4,0,2,2,0
40109103400,40109108313,3,2,1,0,0,3,0,2,1,0
40109103400,40109108314,2,0,2,0,0,0,2,2,0,0
40109103400,40109108315,6,1,2,3,0,5,1,5,1,0
40109103400,40109108316,3,0,0,3,0,0,3,3,0,0
40109103400,40109108317,1,0,1,0,0,1,0,0,1,0
40109103400,40109108318,3,0,3,0,0,0,3,3,0,0
40109103400,40109108403,1,0,1,0,1,0,0,0,0,1
40109103400,40109108404,7,2,3,2,0,4,3,1,5,1
40109103400,40109108504,11,0,7,4,0,1,10,1,4,6
40109103400,40109108508,7,0,7,0,0,0,7,6,0,1
40109103400,40109108511,1,0,1,0,0,1,0,1,0,0
40109103400,40109108513,1,0,1,0,0,0,1,0,1,0
40109103400,40109108514,6,1,5,0,0,3,3,3,2,1
40109103400,40109108515,3,1,1,1,0,2,1,1,1,1
40109103400,40109108519,9,0,7,2,1,5,3,3,4,2
40109103400,40109108521,2,2,0,0,0,2,0,0,0,2
40109103400,40109108523,9,2,2,5,1,6,2,3,6,0
40109103400,40109108524,4,0,4,0,0,0,4,0,4,0
40109103400,40109108525,1,0,1,0,0,0,1,0,1,0
40109103400,40109108526,8,0,7,1,1,5,2,8,0,0
40109103400,40109108527,6,1,4,1,0,1,5,2,3,1
40109103400,40109108528,2,0,0,2,0,2,0,2,0,0
40109103400,40109108529,2,0,2,0,2,0,0,2,0,0
40109103400,40109108530,2,0,2,0,0,0,2,2,0,0
40109103400,40109108601,6,3,0,3,0,4,2,4,0,2
40109103400,40109108603,1,0,1,0,0,0,1,0,0,1
40109103400,40109108703,8,0,5,3,1,1,6,4,3,1
40109103400,40109108704,12,1,4,7,0,3,9,12,0,0
40109103400,40109108706,2,1,1,0,0,1,1,1,1,0
40109103400,40109108707,3,2,1,0,2,0,1,1,1,1
40109103400,40109108708,4,0,4,0,0,2,2,3,0,1
40109103400,40109108709,4,0,4,0,0,3,1,3,0,1
40109103400,40109108801,11,3,7,1,0,5,6,10,1,0
40109103400,40109108802,9,2,3,4,4,3,2,7,2,0
40109103400,40109108803,2,0,2,0,0,2,0,2,0,0
40109103400,40109108804,1,0,1,0,0,0,1,1,0,0
40109103400,40109108900,8,2,6,0,0,2,6,5,2,1
40109103400,40109109003,6,0,5,1,0,3,3,5,1,0
40109103400,40109109004,3,1,2,0,0,1,2,2,1,0
40109103400,40109109201,10,1,5,4,0,2,8,4,6,0
40109103400,40109109202,2,0,2,0,0,1,1,1,1,0
40109103500,40109100100,2,2,0,0,0,1,1,1,1,0
40109103500,40109100200,1,0,1,0,0,0,1,1,0,0
40109103500,40109100300,1,0,1,0,1,0,0,0,0,1
40109103500,40109100400,2,0,1,1,0,1,1,2,0,0
40109103500,40109100500,2,1,1,0,0,2,0,0,2,0
40109103500,40109100600,2,0,2,0,0,1,1,0,0,2
40109103500,40109100700,7,3,3,1,3,4,0,1,0,6
40109103500,40109100900,1,0,1,0,0,1,0,1,0,0
40109103500,40109101200,1,0,1,0,0,1,0,0,1,0
40109103500,40109101500,2,0,0,2,1,1,0,0,0,2
40109103500,40109101600,2,0,2,0,1,0,1,0,1,1
40109103500,40109101800,1,1,0,0,0,1,0,0,1,0
40109103500,40109101900,6,0,3,3,0,5,1,0,4,2
40109103500,40109102000,7,5,2,0,0,4,3,4,0,3
40109103500,40109102100,3,0,3,0,0,0,3,1,0,2
40109103500,40109102200,1,0,1,0,0,1,0,0,0,1
40109103500,40109102300,1,0,1,0,0,1,0,0,1,0
40109103500,40109102400,1,1,0,0,0,1,0,0,0,1
40109103500,40109102700,1,0,1,0,0,1,0,0,1,0
40109103500,40109103200,2,0,2,0,0,0,2,0,2,0
40109103500,40109103300,3,0,3,0,0,1,2,2,1,0
40109103500,40109103400,4,2,2,0,2,2,0,0,4,0
40109103500,40109103500,6,0,2,4,5,1,0,0,2,4
40109103500,40109103601,3,2,0,1,2,1,0,1,2,0
40109103500,40109103900,3,0,3,0,0,0,3,3,0,0
40109103500,40109104100,6,1,4,1,1,4,1,2,4,0
40109103500,40109104300,3,1,1,1,2,1,0,1,2,0
40109103500,40109104400,9,0,5,4,0,6,3,9,0,0
40109103500,40109104500,9,4,4,1,5,3,1,1,8,0
40109103500,40109104600,1,1,0,0,0,1,0,1,0,0
40109103500,40109104700,1,0,0,1,0,1,0,1,0,0
40109103500,40109104800,2,1,1,0,1,1,0,0,2,0
40109103500,40109104900,5,0,3,2,0,2,3,4,1,0
40109103500,40109105000,5,3,2,0,0,5,0,1,1,3
40109103500,40109105100,3,0,3,0,0,0,3,0,0,3
40109103500,40109105201,1,1,0,0,0,1,0,0,1,0
40109103500,40109105300,8,1,5,2,1,2,5,6,2,0
40109103500,40109105400,4,0,4,0,0,2,2,2,2,0
40109103500,40109105500,3,1,1,1,1,1,1,2,1,0
40109103500,40109105600,8,2,5,1,3,4,1,1,4,3
40109103500,40109105700,3,1,0,2,3,0,0,2,0,1
40109103500,40109105800,5,0,5,0,2,3,0,0,1,4
40109103500,40109105903,9,0,6,3,0,8,1,0,7,2
40109103500,40109105904,1,0,1,0,1,0,0,0,1,0
40109103500,40109105906,2,0,0,2,0,2,0,1,0,1
40109103500,40109106000,2,0,2,0,0,0,2,2,0,0
40109103500,40109106100,5,0,1,4,0,0,5,4,1,0
40109103500,40109106200,3,0,2,1,1,0,2,2,1,0
40109103500,40109106302,2,0,1,1,1,0,1,1,1,0
40109103500,40109106303,1,0,1,0,0,1,0,0,1,0
40109103500,40109106502,5,1,0,4,0,2,3,4,1,0
40109103500,40109106601,3,0,3,0,0,3,0,1,2,0
40109103500,40109106604,3,2,1,0,1,2,0,0,3,0
40109103500,40109106607,3,0,3,0,0,0,3,3,0,0
40109103500,40109106610,2,0,0,2,0,2,0,0,2,0
40109103500,40109106702,2,0,0,2,0,2,0,0,0,2
40109103500,40109106704,2,0,2,0,0,1,1,0,1,1
40109103500,40109106707,7,0,5,2,3,0,4,2,0,5
40109103500,40109106804,3,0,0,3,0,0,3,0,3,0
40109103500,40109106902,1,0,1,0,0,1,0,1,0,0
40109103500,40109106903,8,1,3,4,1,6,1,1,7,0
40109103500,40109106906,7,0,6,1,0,0,7,3,4,0
40109103500,40109106907,3,0,2,1,0,2,1,1,2,0
40109103500,40109106909,3,0,3,0,0,0,3,3,0,0
40109103500,40109106910,1,1,0,0,0,0,1,1,0,0
40109103500,40109106911,7,0,2,5,0,3,4,3,4,0
40109103500,40109106912,2,0,2,0,0,2,0,0,2,0
40109103500,40109106914,2,1,0,1,0,2,0,1,1,0
40109103500,40109106915,2,0,2,0,1,0,1,2,0,0
40109103500,40109107001,5,2,2,1,2,1,2,0,5,0
40109103500,40109107002,2,0,2,0,0,2,0,2,0,0
40109103500,40109107103,1,0,1,0,0,0,1,1,0,0
40109103500,40109107104,5,0,4,1,0,5,0,0,1,4
40109103500,40109107206,1,0,1,0,1,0,0,0,1,0
40109103500,40109107207,2,0,2,0,0,1,1,1,1,0
40109103500,40109107209,5,1,1,3,2,1,2,3,2,0
40109103500,40109107211,3,2,1,0,0,2,1,1,2,0
40109103500,40109107212,11,1,9,1,1,3,7,6,4,1
40109103500,40109107213,5,3,1,1,0,3,2,1,4,0
40109103500,40109107214,4,1,3,0,0,1,3,3,1,0
40109103500,40109107215,3,1,2,0,2,1,0,0,3,0
40109103500,40109107216,2,1,0,1,1,0,1,1,1,0
40109103500,40109107217,2,0,2,0,0,0,2,2,0,0
40109103500,40109107218,7,2,4,1,6,0,1,2,5,0
40109103500,40109107219,7,1,4,2,0,6,1,3,2,2
40109103500,40109107220,8,3,0,5,2,2,4,4,4,0
40109103500,40109107221,2,0,1,1,0,1,1,2,0,0
40109103500,40109107222,2,0,2,0,0,1,1,1,1,0
40109103500,40109107223,3,0,3,0,0,0,3,3,0,0
40109103500,40109107302,5,3,1,1,1,3,1,0,5,0
40109103500,40109107303,5,2,3,0,3,2,0,0,3,2
40109103500,40109107401,5,3,2,0,4,1,0,1,3,1
40109103500,40109107403,1,1,0,0,1,0,0,0,1,0
40109103500,40109107405,3,0,3,0,0,3,0,2,1,0
40109103500,40109107606,1,0,1,0,0,0,1,1,0,0
40109103500,40109107607,3,0,2,1,0,1,2,0,3,0
40109103500,40109107703,2,2,0,0,2,0,0,2,0,0
40109103500,40109107704,2,2,0,0,0,2,0,2,0,0
40109103500,40109107705,5,0,4,1,1,0,4,1,4,0
40109103500,40109107706,1,0,0,1,0,1,0,0,1,0
40109103500,40109107707,1,0,0,1,0,0,1,0,1,0
40109103500,40109107801,3,0,3,0,3,0,0,0,3,0
40109103500,40109107804,1,0,1,0,0,1,0,1,0,0
40109103500,40109107805,3,0,2,1,1,2,0,0,3,0
40109103500,40109107806,1,1,0,0,0,0,1,0,1,0
40109103500,40109107807,6,1,2,3,0,1,5,6,0,0
40109103500,40109107808,2,2,0,0,0,2,0,0,2,0
40109103500,40109107900,1,0,1,0,0,1,0,0,0,1
40109103500,40109108003,2,0,2,0,0,2,0,2,0,0
40109103500,40109108006,1,0,0,1,0,0,1,1,0,0
40109103500,40109108007,2,0,2,0,0,2,0,1,1,0
40109103500,40109108008,3,2,1,0,1,1,1,1,2,0
40109103500,40109108009,2,2,0,0,1,0,1,1,1,0
40109103500,40109108010,8,0,7,1,4,2,2,1,6,1
40109103500,40109108106,5,0,5,0,0,0,5,0,5,0
40109103500,40109108107,1,0,0,1,0,1,0,0,0,1
40109103500,40109108109,5,0,1,4,0,0,5,1,4,0
40109103500,40109108110,5,0,4,1,2,2,1,1,4,0
40109103500,40109108113,3,1,2,0,0,1,2,0,3,0
40109103500,40109108114,5,0,3,2,0,0,5,1,4,0
40109103500,40109108201,1,0,1,0,0,0,1,0,1,0
40109103500,40109108206,3,1,0,2,0,0,3,3,0,0
40109103500,40109108208,1,0,1,0,0,1,0,1,0,0
40109103500,40109108213,15,0,9,6,1,4,10,2,12,1
40109103500,40109108215,4,1,3,0,1,0,3,0,4,0
40109103500,40109108216,2,0,2,0,0,2,0,0,0,2
40109103500,40109108217,4,0,4,0,0,3,1,1,0,3
40109103500,40109108218,9,1,7,1,0,2,7,3,6,0
40109103500,40109108221,1,0,1,0,0,0,1,0,1,0
40109103500,40109108301,2,1,1,0,1,0,1,0,1,1
40109103500,40109108302,2,0,2,0,0,0,2,2,0,0
40109103500,40109108303,2,1,1,0,1,1,0,1,0,1
40109103500,40109108304,2,0,2,0,1,0,1,1,0,1
40109103500,40109108307,2,1,1,0,0,1,1,1,1,0
40109103500,40109108309,2,0,2,0,1,0,1,0,2,0
40109103500,40109108310,4,3,0,1,4,0,0,0,3,1
40109103500,40109108313,4,1,3,0,0,0,4,1,3,0
40109103500,40109108314,5,0,5,0,5,0,0,0,5,0
40109103500,40109108315,2,0,0,2,0,0,2,0,0,2
40109103500,40109108316,3,0,1,2,0,0,3,0,1,2
40109103500,40109108317,3,0,2,1,0,2,1,0,3,0
40109103500,40109108318,2,0,2,0,0,0,2,2,0,0
40109103500,40109108404,7,0,5,2,1,4,2,6,1,0
40109103500,40109108504,3,0,1,2,0,0,3,0,3,0
40109103500,40109108506,5,3,2,0,0,0,5,0,5,0
40109103500,40109108507,4,0,4,0,2,2,0,0,4,0
40109103500,40109108508,1,0,0,1,0,0,1,0,1,0
40109103500,40109108511,1,0,1,0,0,0,1,0,0,1
40109103500,40109108512,13,0,9,4,0,2,11,6,7,0
40109103500,40109108513,5,1,4,0,0,3,2,2,3,0
40109103500,40109108514,1,0,1,0,1,0,0,0,1,0
40109103500,40109108515,3,0,2,1,1,0,2,0,0,3
40109103500,40109108519,2,0,0,2,0,0,2,2,0,0
40109103500,40109108520,3,0,3,0,0,1,2,0,3,0
40109103500,40109108523,6,1,2,3,2,3,1,2,2,2
40109103500,40109108524,3,0,3,0,1,0,2,2,1,0
40109103500,40109108525,1,0,0,1,0,0,1,0,0,1
40109103500,40109108526,4,0,4,0,0,1,3,3,1,0
40109103500,40109108527,2,0,1,1,1,0,1,0,2,0
40109103500,40109108529,2,0,2,0,0,0,2,0,2,0
40109103500,40109108530,3,1,2,0,0,3,0,0,3,0
40109103500,40109108601,8,2,5,1,1,6,1,1,3,4
40109103500,40109108602,4,2,0,2,1,3,0,1,0,3
40109103500,40109108603,1,1,0,0,0,1,0,0,1,0
40109103500,40109108703,5,0,4,1,0,1,4,3,2,0
40109103500,40109108706,1,0,0,1,1,0,0,0,1,0
40109103500,40109108707,1,0,1,0,0,0,1,1,0,0
40109103500,40109108708,3,0,0,3,0,1,2,3,0,0
40109103500,40109108801,2,0,2,0,2,0,0,0,2,0
40109103500,40109108802,6,2,2,2,2,3,1,2,3,1
40109103500,40109108803,1,0,0,1,0,1,0,1,0,0
40109103500,40109108804,2,0,2,0,0,0,2,2,0,0
40109103500,40109109001,2,0,2,0,0,2,0,2,0,0
40109103500,40109109003,2,0,1,1,1,1,0,2,0,0
40109103500,40109109004,2,0,2,0,0,2,0,2,0,0
40109103500,40109109202,2,0,1,1,0,1,1,0,2,0
40109103601,40109100100,66,14,41,11,14,19,33,15,3,48
40109103601,40109100200,102,15,64,23,9,28,65,12,10,80
40109103601,40109100300,113,11,67,35,9,9,95,29,6,78
40109103601,40109100400,35,3,21,11,17,9,9,0,6,29
40109103601,40109100500,34,12,18,4,10,12,12,1,1,32
40109103601,40109100600,47,7,27,13,1,9,37,14,1,32
40109103601,40109100700,33,10,19,4,6,9,18,10,3,20
40109103601,40109100800,40,14,17,9,10,19,11,3,3,34
40109103601,40109100900,41,7,20,14,0,10,31,6,9,26
40109103601,40109101000,17,1,12,4,2,7,8,3,0,14
40109103601,40109101100,25,8,15,2,8,8,9,3,3,19
40109103601,40109101200,44,12,25,7,11,13,20,7,3,34
40109103601,40109101300,34,7,16,11,11,12,11,4,6,24
40109103601,40109101400,18,7,7,4,1,9,8,1,0,17
40109103601,40109101500,38,3,23,12,4,7,27,8,5,25
40109103601,40109101600,16,3,11,2,2,1,13,6,0,10
40109103601,40109101700,68,6,52,10,3,7,58,16,2,50
40109103601,40109101800,50,3,37,10,6,9,35,11,6,33
40109103601,40109101900,59,11,33,15,3,10,46,9,9,41
40109103601,40109102000,55,7,39,9,12,11,32,14,1,40
40109103601,40109102100,65,9,43,13,6,21,38,19,5,41
40109103601,40109102200,18,2,15,1,5,5,8,0,4,14
40109103601,40109102300,57,12,27,18,15,17,25,6,7,44
40109103601,40109102400,14,1,9,4,7,1,6,3,0,11
40109103601,40109102500,51,23,24,4,9,3,39,18,3,30
40109103601,40109102600,2,1,0,1,1,0,1,0,0,2
40109103601,40109102700,1,0,1,0,1,0,0,0,0,1
40109103601,40109102800,21,3,10,8,10,2,9,1,1,19
40109103601,40109102900,17,8,8,1,3,7,7,0,1,16
40109103601,40109103000,15,0,7,8,0,3,12,6,1,8
40109103601,40109103200,74,19,37,18,6,8,60,29,9,36
40109103601,40109103300,18,6,11,1,5,8,5,1,0,17
40109103601,40109103400,20,5,11,4,19,0,1,1,0,19
40109103601,40109103500,11,4,6,1,3,6,2,0,2,9
40109103601,40109103601,97,22,37,38,20,22,55,21,1,75
40109103601,40109103602,10,7,3,0,8,1,1,0,0,10
40109103601,40109103700,3,1,0,2,1,1,1,2,0,1
40109103601,40109103800,79,29,44,6,5,4,70,40,2,37
40109103601,40109103900,18,8,7,3,5,7,6,1,2,15
40109103601,40109104100,27,8,16,3,12,11,4,1,0,26
40109103601,40109104200,14,4,6,4,1,5,8,0,1,13
