"work_tract","C000","CA01","CA02","CA03","CE01","CE02","CE03","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20","CR01","CR02","CR03","CR04","CR05","CR07","CT01","CT02","CD01","CD02","CD03","CD04","CS01","CS02","CFA01","CFA02","CFA03","CFA04","CFA05","CFS01","CFS02","CFS03","CFS04","CFS05","createdate"
"40049681600",432,94,241,97,74,130,228,2,61,0,149,0,28,45,0,6,10,0,36,0,8,42,0,0,4,16,25,386,8,21,2,0,15,397,35,52,132,93,61,294,138,0,0,0,0,0,0,0,0,0,0,584956651
"40049681700",444,100,235,109,34,117,293,2,184,61,14,85,27,47,1,0,0,1,3,0,6,0,0,0,0,13,0,392,15,21,0,0,16,428,16,45,128,99,72,355,89,0,0,0,0,0,0,0,0,0,0,403418380
"40049681800",1782,421,957,404,389,602,791,0,352,31,156,57,56,126,189,13,45,25,26,8,25,160,309,8,96,55,45,1578,32,113,17,0,42,1666,116,189,496,411,265,1018,764,0,0,0,0,0,0,0,0,0,0,1290938816
"40049681900",620,113,344,163,151,208,261,3,110,6,38,187,7,53,10,0,31,1,12,23,10,74,0,0,12,28,15,539,21,40,5,1,14,565,55,76,172,172,87,379,241,0,0,0,0,0,0,0,0,0,0,766494922
"40051000100",1268,222,693,353,149,588,531,0,156,29,50,356,115,13,6,9,11,38,0,0,18,344,12,8,17,22,64,1083,74,64,14,1,32,1195,73,127,391,329,199,741,527,0,0,0,0,0,0,0,0,0,0,524443894
"40051000400",947,162,534,251,218,460,269,0,3,0,0,18,0,27,4,0,0,8,1,0,14,0,852,0,8,12,0,795,56,55,8,1,32,902,45,76,245,315,149,176,771,0,0,0,0,0,0,0,0,0,0,322734704
"40051000500",2197,514,1133,550,603,1079,515,0,36,0,210,447,134,326,81,14,26,75,55,0,19,0,216,18,384,65,91,1899,111,100,21,2,64,2045,152,221,655,543,264,1104,1093,0,0,0,0,0,0,0,0,0,0,1270767897
"40051000600",1050,263,600,187,171,527,352,16,118,5,80,249,32,52,29,2,34,58,19,0,24,39,232,0,4,51,6,889,50,68,9,0,34,973,77,109,258,279,141,624,426,0,0,0,0,0,0,0,0,0,0,1230426059
"40051000700",799,149,447,203,174,322,303,2,106,7,102,12,71,64,93,3,11,2,9,0,28,192,7,2,28,6,54,713,8,55,3,1,19,760,39,84,256,200,110,480,319,0,0,0,0,0,0,0,0,0,0,1069058707
"40051000800",1078,306,553,219,306,376,396,31,60,17,147,126,143,50,35,27,12,0,56,0,11,114,17,42,174,5,11,953,32,51,7,0,35,1010,68,101,280,234,157,695,383,0,0,0,0,0,0,0,0,0,0,1411964330
"40051000901",400,65,248,87,99,162,139,11,52,4,92,64,0,34,24,0,8,0,0,0,0,71,10,2,14,4,10,366,6,17,3,2,6,367,33,53,102,107,73,258,142,0,0,0,0,0,0,0,0,0,0,584956651
"40051000902",1323,363,697,263,308,556,459,228,0,0,160,259,37,97,4,0,41,4,70,0,7,189,41,5,21,84,76,1148,33,71,23,1,47,1179,144,152,328,305,175,870,453,0,0,0,0,0,0,0,0,0,0,1109400545
"40051000903",543,126,305,112,145,230,168,0,32,0,192,23,38,49,37,0,15,8,36,0,17,2,54,10,0,30,0,488,17,19,5,1,13,502,41,70,127,145,75,336,207,0,0,0,0,0,0,0,0,0,0,1109400545
"40051001000",3108,844,1518,746,1031,1357,720,3,15,10,87,47,67,764,47,37,244,15,210,0,64,255,250,20,570,162,241,2648,170,165,37,3,85,2916,192,275,777,779,433,1425,1683,0,0,0,0,0,0,0,0,0,0,2138117414
"40053956400",442,88,262,92,77,115,250,17,55,0,10,20,48,22,118,2,17,2,8,0,7,65,1,0,14,2,34,403,10,20,3,0,6,418,24,50,111,129,64,284,158,0,0,0,0,0,0,0,0,0,0,524443894
"40053956500",1172,252,646,274,246,471,455,26,366,6,197,7,73,108,10,1,36,0,22,1,19,95,121,0,5,16,63,1093,22,44,3,1,9,1077,95,131,323,302,164,738,434,0,0,0,0,0,0,0,0,0,0,1250596978
"40055967100",350,56,196,98,79,163,108,0,6,0,9,0,4,25,2,0,13,0,4,0,0,45,0,24,56,9,153,317,14,12,0,0,7,333,17,29,96,103,66,176,174,0,0,0,0,0,0,0,0,0,0,282392866
"40055967200",821,165,426,230,246,387,188,0,34,10,34,53,0,103,13,7,53,0,20,0,31,104,209,5,55,22,68,765,21,20,4,0,11,741,80,83,221,220,132,326,495,0,0,0,0,0,0,0,0,0,0,806836760
"40057967800",601,131,315,155,165,283,153,64,0,0,48,12,41,31,1,3,89,2,6,19,9,78,131,7,2,4,54,538,42,8,5,2,6,478,123,78,131,168,93,268,333,0,0,0,0,0,0,0,0,0,0,887520436
"40059952100",430,63,215,152,105,211,114,49,0,34,32,0,0,27,25,2,38,2,25,0,0,65,51,0,9,26,45,397,10,11,8,1,3,378,52,46,119,133,69,211,219,0,0,0,0,0,0,0,0,0,0,504272975
"40059952200",654,175,334,145,156,334,164,247,44,12,14,16,17,78,11,0,24,0,11,0,27,76,35,0,14,12,16,620,15,12,3,1,3,468,186,96,163,131,89,341,313,0,0,0,0,0,0,0,0,0,0,685811246
"40061279100",220,40,119,61,53,91,76,5,0,5,0,59,0,14,1,0,2,0,3,0,8,96,14,0,0,4,9,192,2,20,0,0,6,204,16,31,54,63,32,106,114,0,0,0,0,0,0,0,0,0,0,282392866
"40061279200",3014,584,1646,784,854,1652,508,0,147,58,80,1,77,339,12,48,56,0,47,0,11,238,1587,3,141,13,156,2323,91,430,15,2,153,2892,122,321,872,847,390,1024,1990,0,0,0,0,0,0,0,0,0,0,1270767897
"40061279300",217,42,125,50,39,100,78,2,40,0,26,5,2,48,6,0,0,0,6,0,20,49,3,0,7,0,3,167,3,29,3,0,15,209,8,24,61,58,32,128,89,0,0,0,0,0,0,0,0,0,0,463931137
"40061279400",202,33,109,60,59,84,59,39,15,2,11,4,33,6,6,0,0,1,7,0,20,32,3,0,4,0,19,162,5,27,2,0,6,187,15,27,63,43,36,120,82,0,0,0,0,0,0,0,0,0,0,504272975
"40063484600",601,93,329,179,227,242,132,9,8,2,36,0,0,47,11,17,17,0,0,0,8,111,204,0,24,12,95,408,28,123,3,0,39,556,45,72,198,159,79,269,332,0,0,0,0,0,0,0,0,0,0,544614813
"40063484700",132,29,78,25,21,94,17,57,18,1,7,0,0,17,0,3,0,0,0,0,8,0,6,0,0,0,15,95,12,17,2,1,5,113,19,8,34,46,15,80,52,0,0,0,0,0,0,0,0,0,0,322734704
"40063484800",804,156,450,198,173,422,209,26,129,5,3,80,0,23,33,0,4,3,2,5,290,0,99,6,20,16,60,617,51,105,1,0,30,753,51,89,266,212,81,468,336,0,0,0,0,0,0,0,0,0,0,484102056
"40063484900",1214,277,622,315,403,569,242,26,2,0,40,6,0,275,0,14,49,0,40,0,1,185,366,0,119,6,85,978,49,138,5,0,44,1161,53,108,298,357,174,416,798,0,0,0,0,0,0,0,0,0,0,806836760
"40063485000",265,40,161,64,46,105,114,26,13,11,0,0,0,32,9,0,0,0,2,0,9,142,2,0,10,1,8,209,3,30,6,0,17,256,9,28,85,73,39,129,136,0,0,0,0,0,0,0,0,0,0,403418380
"40065968100",91,14,49,28,27,38,26,40,0,0,19,0,18,0,0,0,4,0,3,0,3,0,0,1,0,3,0,77,4,5,0,1,4,56,35,18,29,24,6,68,23,0,0,0,0,0,0,0,0,0,0,302563785
"40065968200",287,70,154,63,108,119,60,2,4,8,19,41,5,61,11,21,14,0,19,0,0,35,7,0,30,2,8,264,10,6,3,1,3,271,16,32,77,65,43,151,136,0,0,0,0,0,0,0,0,0,0,443760218
"40065968300",450,58,235,157,71,112,267,2,3,0,26,145,24,9,78,12,5,0,6,0,11,98,4,0,0,0,27,410,17,13,6,0,4,371,79,56,125,138,73,327,123,0,0,0,0,0,0,0,0,0,0,463931137
"40065968400",2316,696,1120,500,1023,858,435,73,1,18,19,0,57,463,52,16,108,18,59,0,120,381,217,1,600,53,60,1998,167,67,29,1,54,1904,412,302,495,496,327,996,1320,0,0,0,0,0,0,0,0,0,0,1250596978
"40065968500",1885,457,994,434,316,892,677,2,0,0,12,828,65,313,56,0,3,20,3,2,53,161,233,7,72,16,39,1590,174,47,37,5,32,1300,585,321,451,446,210,1103,782,0,0,0,0,0,0,0,0,0,0,1028716869
"40065968600",644,212,338,94,283,288,73,0,0,0,21,6,0,79,3,19,99,24,17,0,62,4,82,4,216,8,0,507,89,25,5,1,17,546,98,82,142,140,68,293,351,0,0,0,0,0,0,0,0,0,0,766494922
"40065968700",1646,281,882,483,435,730,481,8,0,36,75,17,49,148,13,16,92,21,25,37,14,599,95,27,160,14,200,1471,94,37,18,3,23,1429,217,161,410,450,344,636,1010,0,0,0,0,0,0,0,0,0,0,988375031
"40065968800",922,192,473,257,156,457,309,25,0,0,17,9,2,8,1,0,0,9,1,0,0,0,849,0,1,0,0,817,62,15,12,4,12,807,115,82,183,299,166,242,680,0,0,0,0,0,0,0,0,0,0,302563785
"40067371600",137,37,70,30,60,61,16,3,9,0,0,25,0,27,10,3,0,4,10,0,12,14,4,0,6,0,10,111,3,8,8,0,7,129,8,12,33,38,17,72,65,0,0,0,0,0,0,0,0,0,0,383247461
"40067371700",152,20,76,56,41,66,45,13,12,0,0,0,0,11,9,0,39,3,0,0,0,41,4,0,10,0,10,139,2,3,0,0,8,142,10,17,48,33,34,56,96,0,0,0,0,0,0,0,0,0,0,342905623
"40067371800",716,134,368,214,202,345,169,24,0,7,69,7,60,91,7,0,35,3,11,0,28,67,146,0,25,4,132,646,19,35,3,2,11,663,53,76,199,195,112,307,409,0,0,0,0,0,0,0,0,0,0,685811246
"40069660198",236,39,137,60,67,94,75,4,18,3,5,18,15,48,4,1,5,4,1,0,0,75,16,0,0,2,17,196,4,28,0,0,8,230,6,13,57,72,55,111,125,0,0,0,0,0,0,0,0,0,0,564785732
"40069660200",1451,338,792,321,454,593,404,12,10,5,25,19,30,252,2,7,40,6,30,21,33,222,441,5,89,47,155,1169,37,180,9,0,56,1375,76,121,348,396,248,521,930,0,0,0,0,0,0,0,0,0,0,1230426059
"40069660300",473,67,261,145,64,137,272,0,211,4,23,50,19,17,28,0,0,0,11,0,16,75,0,0,5,6,8,389,7,53,2,0,22,447,26,52,160,124,70,340,133,0,0,0,0,0,0,0,0,0,0,484102056
"40071000100",2220,450,1218,552,422,909,889,0,29,5,70,1016,20,119,80,0,1,17,114,0,223,138,278,0,76,33,1,1928,90,118,8,2,74,2056,164,277,629,539,325,1470,750,0,0,0,0,0,0,0,0,0,0,766494922
"40071000201",506,89,274,143,126,201,179,0,2,0,45,0,8,24,0,129,69,0,36,0,15,0,154,0,0,15,9,437,13,31,2,0,23,487,19,44,131,133,109,218,288,0,0,0,0,0,0,0,0,0,0,423589299
"40071000202",3341,1138,1564,639,1325,1432,584,0,2,0,155,12,2,1059,2,6,84,70,17,27,193,22,900,0,756,31,3,2802,168,220,33,0,118,3093,248,304,769,740,390,1368,1973,0,0,0,0,0,0,0,0,0,0,524443894
