FID,h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,createdate
4352,401091069101018,24,5,10,9,8,13,3,0,0,0,0,1,1,3,0,0,0,0,2,0,3,2,4,0,6,0,2,22,1,1,0,0,0,24,0,1,6,5,7,15,9,20170919
4353,401091069101019,12,3,7,2,4,3,5,0,0,0,1,3,1,1,1,1,0,0,1,0,1,0,2,0,0,0,0,9,2,0,0,0,1,10,2,2,3,3,1,6,6,20170919
4354,401091069101020,58,12,36,10,15,25,18,0,3,1,2,2,1,7,5,0,3,1,5,1,4,6,2,0,11,2,2,49,3,1,0,0,5,48,10,7,14,12,13,29,29,20170919
4355,401091069101021,35,11,14,10,5,15,15,0,3,0,1,3,4,5,3,0,1,0,2,1,2,0,4,0,3,1,2,33,0,0,2,0,0,35,0,0,12,5,7,23,12,20170919
4356,401091069101023,28,10,12,6,12,11,5,0,0,0,2,6,1,3,0,0,0,0,1,0,3,3,3,2,1,2,1,23,3,0,1,0,1,24,4,3,7,4,4,17,11,20170919
4357,401091069101024,69,23,32,14,14,42,13,0,2,0,1,9,3,10,2,0,7,2,3,3,5,5,9,0,5,1,2,58,6,2,2,0,1,57,12,4,13,17,12,34,35,20170919
4358,401091069101025,31,7,18,6,4,15,12,0,1,0,2,2,3,5,2,1,0,0,3,1,2,3,3,1,1,1,0,28,1,1,1,0,0,29,2,2,6,12,4,13,18,20170919
4359,401091069101026,29,8,15,6,9,17,3,0,0,0,0,3,2,6,1,1,0,1,0,0,3,5,3,0,3,0,1,23,3,0,2,0,1,21,8,4,7,9,1,14,15,20170919
4360,401091069101027,39,12,18,9,12,15,12,0,0,0,3,3,0,7,3,1,2,0,2,0,5,1,2,1,1,3,5,35,3,0,0,0,1,36,3,5,5,11,6,27,12,20170919
4361,401091069102000,7,1,3,3,1,4,2,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,6,1,0,0,0,0,6,1,1,4,0,1,3,4,20170919
4362,401091069102004,13,4,9,0,3,7,3,0,2,0,0,1,3,3,0,0,0,0,1,0,0,0,1,0,2,0,0,7,3,1,2,0,0,13,0,1,1,5,2,5,8,20170919
4363,401091069102005,17,6,7,4,2,10,5,0,2,0,1,5,0,0,1,0,0,0,1,0,0,3,3,0,1,0,0,9,6,1,0,0,1,17,0,1,4,4,2,7,10,20170919
4364,401091069102006,17,4,11,2,9,4,4,2,0,0,0,0,0,4,0,1,0,0,0,0,2,1,3,0,2,1,1,16,0,1,0,0,0,12,5,1,8,3,1,10,7,20170919
4365,401091069102007,15,4,6,5,5,8,2,0,0,0,1,0,1,2,0,0,0,1,0,1,2,3,1,0,2,0,1,14,1,0,0,0,0,15,0,0,1,4,6,6,9,20170919
4366,401091069102008,62,20,31,11,13,31,18,0,1,0,0,8,3,7,6,0,3,2,1,0,4,5,7,0,10,0,5,56,3,0,0,0,3,58,4,8,11,13,10,30,32,20170919
4367,401091069102009,97,34,37,26,20,56,21,0,2,0,5,3,6,9,7,1,3,3,8,1,9,11,12,1,12,2,2,86,9,1,0,0,1,86,11,12,18,19,14,47,50,20170919
4368,401091069102010,20,5,9,6,4,10,6,0,0,0,1,0,2,6,2,0,0,1,2,0,1,0,2,2,0,1,0,10,10,0,0,0,0,18,2,0,9,6,0,12,8,20170919
4369,401091069102012,30,4,18,8,8,12,10,0,0,0,1,2,3,1,2,0,0,1,2,1,2,6,4,1,2,1,1,24,6,0,0,0,0,30,0,3,11,9,3,13,17,20170919
4370,401091069102013,20,8,7,5,6,8,6,0,0,0,0,2,1,3,2,0,1,0,2,0,2,1,2,0,3,1,0,15,2,2,0,0,1,15,5,1,4,4,3,14,6,20170919
4371,401091069102014,12,3,6,3,2,6,4,0,0,0,0,2,2,2,1,0,0,2,1,0,0,1,1,0,0,0,0,10,1,0,1,0,0,12,0,0,2,5,2,5,7,20170919
4372,401091069102015,23,6,11,6,2,10,11,0,2,0,1,1,1,2,2,1,1,0,1,0,2,0,3,1,4,0,1,22,1,0,0,0,0,23,0,1,4,7,5,11,12,20170919
4373,401091069102016,11,2,6,3,2,3,6,0,0,0,0,0,1,2,1,0,0,0,3,0,1,0,1,0,1,0,1,7,2,1,1,0,0,11,0,2,1,1,5,7,4,20170919
4374,401091069102017,19,4,11,4,7,6,6,0,1,0,1,0,0,5,0,1,0,1,1,0,2,2,4,0,1,0,0,14,2,0,3,0,0,18,1,2,2,4,7,7,12,20170919
4375,401091069111000,86,23,42,21,21,37,28,0,4,0,5,9,4,7,1,0,5,0,5,1,6,9,13,1,6,1,9,69,11,0,6,0,0,82,4,6,22,17,18,38,48,20170919
4376,401091069111001,22,6,9,7,6,10,6,0,1,0,1,0,0,1,3,0,0,1,1,0,2,6,1,1,3,1,0,19,2,1,0,0,0,22,0,1,7,5,3,12,10,20170919
4377,401091069111002,20,3,11,6,2,11,7,0,1,0,3,2,0,3,1,0,0,0,0,1,2,2,3,0,1,0,1,18,0,2,0,0,0,19,1,4,6,3,4,13,7,20170919
4378,401091069111003,21,6,5,10,4,10,7,0,1,0,2,5,0,0,1,0,1,1,1,0,4,0,3,0,2,0,0,21,0,0,0,0,0,18,3,2,5,3,5,15,6,20170919
4379,401091069111009,30,1,20,9,6,14,10,0,0,0,3,2,0,4,3,0,1,2,1,0,0,4,3,0,2,1,4,28,2,0,0,0,0,23,7,3,7,8,11,18,12,20170919
4380,401091069111010,16,8,4,4,6,7,3,0,0,0,1,2,2,4,0,0,0,0,2,0,3,0,2,0,0,0,0,15,0,1,0,0,0,9,7,1,4,1,2,10,6,20170919
4381,401091069111011,9,0,6,3,0,4,5,0,0,0,1,1,0,1,0,0,0,1,2,0,1,1,0,0,0,0,1,9,0,0,0,0,0,8,1,1,5,1,2,6,3,20170919
4382,401091069111012,10,0,8,2,4,4,2,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,2,0,1,0,0,9,0,0,0,0,1,8,2,0,6,2,2,7,3,20170919
4383,401091069111013,14,3,7,4,2,5,7,0,2,0,0,1,3,2,0,0,1,0,0,0,0,1,1,0,1,1,1,11,2,0,0,0,1,13,1,1,5,3,2,11,3,20170919
4384,401091069111014,27,5,12,10,5,9,13,0,0,0,1,5,2,3,0,0,1,0,2,0,2,4,3,1,3,0,0,25,1,1,0,0,0,21,6,5,3,8,6,14,13,20170919
4385,401091069111015,8,3,2,3,3,0,5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,8,0,0,0,0,0,7,1,0,2,2,1,5,3,20170919
4386,401091069111016,25,3,13,9,1,13,11,0,1,0,4,4,2,0,0,1,1,0,2,0,1,1,5,2,0,0,1,22,0,1,0,0,2,21,4,4,10,5,3,14,11,20170919
4387,401091069111019,28,5,12,11,4,12,12,0,2,0,1,2,3,3,0,0,2,1,2,1,1,0,8,0,1,0,1,27,0,1,0,0,0,28,0,1,6,9,7,17,11,20170919
4388,401091069111020,12,2,6,4,2,2,8,0,1,0,0,1,2,1,0,0,0,1,3,0,0,0,1,0,0,0,2,12,0,0,0,0,0,12,0,1,2,2,5,9,3,20170919
4389,401091069111021,9,2,6,1,5,2,2,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,3,0,1,8,1,0,0,0,0,9,0,1,3,2,1,5,4,20170919
4390,401091069111022,9,1,5,3,2,4,3,0,0,0,0,1,0,3,0,2,1,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,9,0,0,5,1,2,5,4,20170919
4391,401091069111023,27,4,15,8,8,13,6,0,2,0,2,2,0,3,1,0,1,0,1,0,1,6,2,0,1,1,4,25,0,0,0,0,2,26,1,1,6,12,4,11,16,20170919
4392,401091069111024,37,5,14,18,10,14,13,0,3,0,1,4,0,5,1,0,0,1,2,0,5,2,6,0,5,1,1,30,3,2,0,0,2,33,4,5,5,15,7,19,18,20170919
4393,401091069111025,11,2,3,6,2,6,3,0,1,0,1,1,0,2,1,0,0,0,0,0,2,2,0,0,1,0,0,10,0,0,1,0,0,11,0,1,2,3,3,7,4,20170919
4394,401091069111026,6,1,4,1,2,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,3,1,0,0,0,2,6,0,3,0,0,2,2,4,20170919
4395,401091069112000,13,3,7,3,1,6,6,0,0,0,3,3,1,0,0,0,0,2,1,0,0,0,0,0,2,0,1,10,0,0,1,0,2,11,2,2,4,1,3,9,4,20170919
4396,401091069112001,18,3,8,7,3,9,6,0,0,0,1,2,1,3,0,0,0,1,1,0,1,2,3,0,2,0,1,17,0,0,0,0,1,18,0,2,6,3,4,8,10,20170919
4397,401091069112002,23,8,9,6,11,8,4,0,0,0,1,1,1,4,2,0,1,1,1,0,3,2,1,0,5,0,0,20,3,0,0,0,0,22,1,2,6,5,2,11,12,20170919
4398,401091069112003,22,4,11,7,6,8,8,0,0,0,2,2,0,5,2,0,1,0,2,1,3,0,0,0,2,0,2,17,5,0,0,0,0,18,4,5,7,4,2,13,9,20170919
4399,401091069112004,5,1,3,1,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,4,1,0,0,0,0,5,0,0,0,4,0,3,2,20170919
4400,401091069112005,25,2,14,9,7,10,8,0,1,0,0,2,2,3,0,0,0,0,3,1,2,3,5,0,2,1,0,24,1,0,0,0,0,23,2,3,7,7,6,10,15,20170919
4401,401091069112006,14,1,7,6,3,7,4,0,2,0,0,1,0,3,0,0,1,0,0,1,0,2,1,1,1,0,1,13,1,0,0,0,0,14,0,1,5,4,3,4,10,20170919
4402,401091069112007,73,15,40,18,19,30,24,0,6,1,6,4,2,7,3,0,1,0,2,2,8,2,18,2,7,0,2,47,23,1,1,0,1,70,3,5,18,22,13,28,45,20170919
4403,401091069112008,19,5,5,9,5,8,6,0,1,0,0,0,0,4,0,0,1,0,1,1,2,1,1,1,2,1,3,14,1,3,0,0,1,16,3,0,8,3,3,10,9,20170919
4404,401091069112009,5,2,3,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,4,0,0,0,0,1,3,2,0,3,0,0,3,2,20170919
4405,401091069112010,9,0,6,3,2,5,2,0,0,0,0,2,0,1,0,1,1,0,0,0,1,2,1,0,0,0,0,6,1,0,1,0,1,9,0,2,3,2,2,6,3,20170919
4406,401091069112011,10,4,4,2,3,2,5,0,0,0,0,2,0,2,0,1,1,1,0,0,0,1,1,0,1,0,0,10,0,0,0,0,0,10,0,0,2,1,3,7,3,20170919
4407,401091069112012,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,20170919
4408,401091069112013,2,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,2,20170919
4409,401091069112014,63,15,31,17,13,31,19,0,2,0,5,6,6,6,3,1,2,2,3,0,4,5,4,2,7,3,2,46,11,0,6,0,0,62,1,9,16,13,10,28,35,20170919
4410,401091069112015,39,9,20,10,10,13,16,0,0,1,3,7,2,5,0,0,2,0,0,0,3,4,5,1,1,2,3,20,4,1,14,0,0,36,3,5,4,12,9,20,19,20170919
4411,401091069112016,7,4,2,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,2,0,0,5,0,0,1,0,1,6,1,0,0,3,0,5,2,20170919
4412,401091069112017,14,4,7,3,6,6,2,0,1,0,0,4,1,1,0,0,0,0,0,0,2,0,0,1,1,1,2,2,0,0,12,0,0,14,0,2,3,3,2,7,7,20170919
4413,401091069121000,9,0,9,0,2,3,4,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,7,2,0,0,0,0,9,0,0,4,3,2,6,3,20170919
4414,401091069121001,364,103,194,67,127,153,84,0,9,3,13,38,26,42,21,3,11,4,9,6,32,14,54,10,51,9,9,242,85,16,8,0,13,330,34,47,87,82,45,182,182,20170919
4415,401091069121002,25,5,13,7,6,10,9,0,0,0,3,3,0,3,0,0,1,1,0,0,5,1,5,1,1,0,1,23,1,0,1,0,0,22,3,5,6,4,5,15,10,20170919
4416,401091069121003,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0,20170919
4417,401091069121004,48,16,15,17,15,25,8,0,2,0,3,4,3,8,3,0,2,0,1,0,7,2,8,1,4,0,0,27,13,0,5,0,3,46,2,3,13,8,8,20,28,20170919
4418,401091069121005,11,6,4,1,5,5,1,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,0,1,4,0,0,8,2,1,0,0,0,10,1,0,2,2,1,3,8,20170919
4419,401091069121006,31,8,17,6,10,12,9,0,0,0,2,4,1,3,0,0,0,1,1,1,2,3,5,0,6,0,2,18,3,1,8,0,1,29,2,3,10,8,2,12,19,20170919
4420,401091069121007,28,9,15,4,12,7,9,0,0,0,0,2,2,2,2,0,1,1,4,1,2,0,6,0,3,2,0,20,5,2,0,0,1,26,2,2,1,12,4,12,16,20170919
4421,401091069121008,6,3,1,2,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,5,0,0,0,0,1,6,0,1,1,1,0,1,5,20170919
4422,401091069121009,34,8,21,5,9,14,11,0,0,0,4,3,3,5,1,1,0,3,1,3,1,0,4,0,5,0,0,28,1,0,5,0,0,32,2,2,7,13,4,20,14,20170919
4423,401091069121013,10,5,4,1,4,5,1,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,3,0,2,0,0,5,4,0,1,0,0,10,0,1,2,2,0,6,4,20170919
4424,401091069121014,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,20170919
4425,401091069122000,222,72,117,33,83,91,48,0,2,0,15,23,10,35,8,6,2,4,12,5,26,6,23,3,30,5,7,95,101,11,11,0,4,187,35,36,48,45,21,119,103,20170919
4426,401091069122001,30,7,17,6,10,14,6,0,1,0,1,3,3,1,0,0,1,1,2,0,6,2,8,0,0,0,1,18,11,0,0,0,1,25,5,3,7,7,6,15,15,20170919
4427,401091069122002,41,15,21,5,14,18,9,0,0,1,0,4,2,6,1,0,3,1,2,0,4,3,4,1,8,1,0,21,15,0,4,0,1,34,7,3,8,11,4,16,25,20170919
4428,401091069122003,7,0,3,4,1,4,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0,6,0,1,0,0,0,7,0,1,1,4,1,4,3,20170919
4429,401091069122004,5,2,3,0,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,5,0,1,1,0,1,4,1,20170919
4430,401091069122005,50,22,20,8,19,19,12,1,0,0,3,2,2,13,1,0,2,1,1,2,1,2,5,2,7,2,3,46,3,0,0,0,1,43,7,4,8,9,7,32,18,20170919
4431,401091069122006,16,4,8,4,8,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,2,0,5,2,0,11,3,2,0,0,0,14,2,2,6,3,1,6,10,20170919
4432,401091069122007,14,2,10,2,2,5,7,0,0,0,0,0,2,1,0,0,2,0,0,0,4,2,1,0,1,1,0,11,2,1,0,0,0,13,1,2,3,4,3,6,8,20170919
4433,401091069122009,12,2,8,2,0,8,4,0,0,0,1,3,0,1,1,0,0,1,0,0,1,0,1,0,3,0,0,7,2,3,0,0,0,11,1,0,2,6,2,8,4,20170919
4434,401091069122010,23,10,8,5,7,14,2,0,1,0,1,3,1,5,0,0,0,0,0,1,3,0,2,1,4,0,1,16,7,0,0,0,0,21,2,3,4,5,1,14,9,20170919
4435,401091069122011,26,5,16,5,7,13,6,0,0,0,4,0,1,2,0,1,3,1,0,1,2,1,4,0,5,1,0,19,7,0,0,0,0,24,2,2,10,4,5,12,14,20170919
4436,401091069122012,30,5,19,6,8,12,10,0,0,0,0,2,3,2,0,1,1,0,4,2,3,1,6,1,3,1,0,21,4,2,2,0,1,25,5,3,10,5,7,15,15,20170919
4437,401091069122013,27,9,15,3,8,17,2,0,0,0,0,1,1,4,3,0,1,0,0,0,4,2,7,0,2,2,0,19,7,0,1,0,0,24,3,4,9,4,1,15,12,20170919
4438,401091069122014,10,2,6,2,3,4,3,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,3,0,1,1,0,8,0,2,0,0,0,10,0,0,1,6,1,8,2,20170919
4439,401091069122015,40,17,18,5,15,18,7,0,0,0,0,3,2,6,3,1,3,0,2,0,6,0,4,3,6,1,0,9,24,1,3,0,3,40,0,3,7,9,4,19,21,20170919
4440,401091069122016,85,26,49,10,29,43,13,0,1,2,6,9,6,8,3,2,1,2,1,1,9,2,13,2,12,3,2,43,28,3,7,1,3,76,9,7,18,22,12,39,46,20170919
4441,401091069122018,7,3,4,0,1,3,3,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,6,1,0,0,0,0,7,0,1,1,0,2,2,5,20170919
4442,401091069131000,70,24,31,15,26,29,15,0,1,1,1,4,8,16,5,0,1,3,1,4,7,4,7,1,5,0,1,39,22,1,5,0,3,61,9,9,18,16,3,31,39,20170919
4443,401091069131001,72,21,33,18,25,31,16,0,2,0,4,8,3,8,3,1,4,1,3,3,8,6,6,2,7,1,2,55,9,2,3,0,3,55,17,13,16,15,7,37,35,20170919
4444,401091069131002,34,12,16,6,17,14,3,0,0,0,3,3,1,6,2,1,1,2,1,1,1,3,0,2,6,1,0,15,12,2,4,0,1,27,7,8,4,6,4,14,20,20170919
4445,401091069131003,21,4,11,6,6,11,4,0,1,0,0,4,0,3,0,1,0,0,1,0,1,0,3,0,3,2,2,15,3,0,3,0,0,17,4,3,8,5,1,11,10,20170919
4446,401091069131004,46,14,20,12,12,24,10,0,0,1,0,4,4,4,2,0,2,0,2,0,6,3,8,0,5,5,0,35,7,1,3,0,0,32,14,6,8,14,4,18,28,20170919
4447,401091069131005,110,36,55,19,35,55,20,1,2,0,3,16,7,19,4,1,4,0,5,5,10,4,11,1,11,2,4,75,16,2,13,0,4,89,21,15,24,26,9,64,46,20170919
4448,401091069132000,7,2,2,3,3,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,1,7,0,0,0,0,0,7,0,1,3,1,0,3,4,20170919
4449,401091069132001,29,11,15,3,10,15,4,0,3,0,1,3,0,5,0,0,3,0,1,0,3,2,2,1,4,1,0,28,1,0,0,0,0,19,10,7,3,5,3,16,13,20170919
4450,401091069132002,58,9,33,16,22,23,13,0,0,2,2,4,4,5,3,1,6,1,5,2,5,1,7,0,6,4,0,37,19,0,1,0,1,54,4,12,16,14,7,26,32,20170919
4451,401091069132003,189,49,106,34,63,84,42,2,5,0,12,17,11,18,6,4,7,2,9,1,18,7,25,3,31,6,5,124,34,18,8,1,4,153,36,30,33,48,29,99,90,20170919
4452,401091069132004,16,1,12,3,4,5,7,0,1,0,0,4,1,2,0,1,1,0,1,0,2,0,2,0,1,0,0,12,0,1,3,0,0,15,1,2,3,3,7,12,4,20170919
4453,401091069132005,58,18,31,9,17,34,7,0,2,0,3,5,10,9,2,1,0,0,3,0,4,1,6,2,7,2,1,42,12,2,0,0,2,48,10,8,12,12,8,25,33,20170919
4454,401091069132006,32,3,20,9,9,16,7,0,1,0,0,6,1,7,1,1,0,2,0,1,2,1,2,0,2,1,4,29,2,0,1,0,0,26,6,2,13,10,4,18,14,20170919
4455,401091069132007,37,12,18,7,15,15,7,1,1,0,1,3,2,1,2,0,1,1,1,0,4,3,6,1,8,0,1,25,5,3,1,0,3,28,9,6,10,7,2,18,19,20170919
4456,401091069132008,32,10,19,3,8,13,11,0,1,0,3,3,3,8,1,1,0,0,0,2,3,0,5,0,1,0,1,28,3,1,0,0,0,25,7,6,4,9,3,17,15,20170919
4457,401091069133000,9,3,6,0,4,3,2,0,0,0,1,1,1,2,0,0,0,0,0,0,2,0,0,0,1,1,0,9,0,0,0,0,0,9,0,0,2,1,3,6,3,20170919
4458,401091069133001,236,76,120,40,93,89,54,0,5,1,11,18,13,39,7,3,7,3,16,4,25,6,29,3,38,3,5,133,71,10,4,0,18,207,29,37,49,46,28,117,119,20170919
4459,401091069133002,28,5,18,5,6,14,8,0,0,0,2,3,0,5,1,0,0,1,2,0,2,2,7,0,1,0,2,20,5,2,1,0,0,24,4,2,8,10,3,16,12,20170919
4460,401091069133003,39,12,19,8,12,17,10,0,1,0,0,6,2,8,1,1,0,1,1,0,5,1,3,2,3,2,2,35,1,0,0,0,3,36,3,4,8,9,6,20,19,20170919
4461,401091069133004,12,2,9,1,4,4,4,0,0,0,0,2,1,0,0,1,0,1,1,0,2,0,1,0,1,0,2,11,0,0,1,0,0,10,2,3,2,3,2,4,8,20170919
4462,401091069133005,7,3,2,2,1,6,0,0,0,0,0,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,2,1,1,4,3,20170919
4463,401091069134000,19,3,12,4,10,7,2,0,1,0,0,0,0,5,2,0,1,0,2,0,0,1,3,0,4,0,0,17,0,1,0,0,1,16,3,2,6,8,0,9,10,20170919
4464,401091069134001,206,60,103,43,64,101,41,0,6,1,13,15,11,37,4,0,9,5,12,1,19,7,24,3,25,11,3,176,12,10,1,0,7,182,24,22,47,41,36,101,105,20170919
4465,401091069134002,7,1,4,2,1,3,3,1,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,3,2,0,1,3,5,2,20170919
4466,401091069134003,6,1,4,1,0,5,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,5,1,0,0,0,0,2,4,2,2,1,0,3,3,20170919
4467,401091069134004,38,15,16,7,14,19,5,0,0,0,0,2,0,4,1,1,1,3,6,1,2,1,6,2,6,1,1,29,1,6,2,0,0,35,3,4,7,6,6,16,22,20170919
4468,401091069134006,85,32,40,13,28,42,15,0,0,0,1,10,8,16,0,0,2,2,3,1,9,4,8,2,15,3,1,73,6,2,3,0,1,64,21,10,11,19,13,39,46,20170919
4469,401091069134008,17,2,12,3,5,5,7,0,2,0,0,2,0,2,0,0,0,0,1,0,2,2,3,1,0,2,0,15,1,0,0,0,1,13,4,4,5,5,1,7,10,20170919
4470,401091069134009,30,7,14,9,10,8,12,0,0,0,1,2,4,3,1,1,0,0,2,0,3,1,3,0,4,0,5,25,3,1,0,0,1,26,4,1,5,11,6,13,17,20170919
4471,401091069134015,34,11,20,3,9,16,9,0,1,0,1,0,2,4,4,2,1,2,2,1,1,1,4,0,6,0,2,27,2,2,2,0,1,31,3,1,5,14,3,19,15,20170919
4472,401091069141000,47,8,30,9,9,25,13,0,2,1,3,2,3,7,2,1,1,2,2,2,4,1,8,2,3,1,0,36,4,1,6,0,0,41,6,6,11,9,13,22,25,20170919
4473,401091069141001,48,11,22,15,12,23,13,0,4,1,0,0,4,9,1,0,1,0,5,1,4,5,4,2,4,1,2,42,2,1,1,0,2,40,8,6,11,11,9,27,21,20170919
4474,401091069141002,42,12,22,8,8,24,10,0,3,1,0,5,2,5,0,1,0,1,3,0,2,3,6,1,8,1,0,36,3,1,2,0,0,41,1,3,7,13,7,24,18,20170919
4475,401091069141003,24,9,10,5,6,15,3,0,0,0,2,2,1,3,1,0,1,0,0,0,3,0,6,0,3,1,1,20,4,0,0,0,0,20,4,3,6,4,2,18,6,20170919
4476,401091069141004,18,4,10,4,4,11,3,0,0,0,0,2,2,3,0,0,4,0,0,0,3,1,1,1,1,0,0,16,2,0,0,0,0,16,2,1,4,4,5,11,7,20170919
4477,401091069141005,17,4,10,3,9,6,2,0,1,0,0,1,0,1,0,1,2,0,1,0,0,3,1,0,5,0,1,16,1,0,0,0,0,14,3,2,5,5,1,11,6,20170919
4478,401091069141006,41,11,21,9,8,20,13,0,1,0,4,6,1,5,0,3,2,0,0,1,4,3,4,0,2,2,3,34,5,1,0,0,1,35,6,5,5,10,10,23,18,20170919
4479,401091069141007,17,6,9,2,4,7,6,0,0,0,2,2,2,3,1,0,3,0,1,0,0,2,0,0,1,0,0,16,0,0,0,0,1,13,4,2,3,6,0,9,8,20170919
4480,401091069141008,35,5,18,12,6,18,11,1,2,1,5,2,1,7,1,0,0,0,0,2,3,1,1,0,4,2,2,31,3,1,0,0,0,27,8,5,10,9,6,23,12,20170919
4481,401091069141009,22,3,9,10,5,14,3,0,1,0,2,2,2,2,0,0,1,0,0,0,2,2,4,0,3,1,0,15,2,1,4,0,0,22,0,2,7,5,5,13,9,20170919
4482,401091069141010,18,5,8,5,5,8,5,0,0,0,1,2,0,6,0,1,0,0,0,0,3,1,1,0,1,1,1,17,1,0,0,0,0,16,2,1,4,6,2,14,4,20170919
4483,401091069142000,31,12,15,4,8,14,9,0,1,0,1,4,1,3,0,1,4,1,2,1,2,0,5,1,3,0,1,24,6,1,0,0,0,21,10,5,3,7,4,18,13,20170919
4484,401091069142001,6,0,5,1,1,3,2,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,5,1,1,3,2,0,2,4,20170919
4485,401091069142002,20,6,7,7,7,10,3,0,0,0,1,2,2,2,1,0,1,0,1,0,2,2,2,0,2,1,1,16,1,2,1,0,0,14,6,3,7,2,2,12,8,20170919
4486,401091069142003,28,7,15,6,3,13,12,0,1,0,4,1,1,3,2,1,0,0,4,0,1,3,3,0,2,1,1,27,1,0,0,0,0,23,5,3,9,4,5,15,13,20170919
4487,401091069142004,21,2,12,7,7,9,5,1,1,0,2,1,0,2,0,1,0,0,1,1,3,0,4,1,1,1,1,21,0,0,0,0,0,16,5,2,7,8,2,15,6,20170919
4488,401091069142005,24,5,15,4,7,13,4,0,1,0,0,6,2,2,0,0,0,1,1,0,3,1,2,0,4,0,1,15,6,0,0,0,3,14,10,4,7,8,0,12,12,20170919
4489,401091069142006,26,6,15,5,5,16,5,0,1,0,4,3,0,3,1,2,3,1,0,0,2,1,3,0,2,0,0,26,0,0,0,0,0,20,6,4,7,6,3,16,10,20170919
4490,401091069142007,17,1,13,3,4,7,6,0,0,0,0,2,1,1,1,1,0,1,1,0,2,0,1,1,3,1,1,15,1,1,0,0,0,15,2,0,7,5,4,12,5,20170919
4491,401091069142008,30,13,9,8,7,16,7,0,0,0,3,2,1,3,2,0,1,1,1,2,3,4,3,0,4,0,0,23,2,5,0,0,0,23,7,4,4,2,7,16,14,20170919
4492,401091069142009,4,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,4,0,0,0,0,0,4,0,2,0,1,0,3,1,20170919
4493,401091069142010,29,7,15,7,7,14,8,1,1,0,0,2,3,4,1,0,1,0,2,1,0,0,6,0,4,1,2,23,5,1,0,0,0,25,4,7,2,8,5,10,19,20170919
4494,401091069142011,23,6,11,6,7,11,5,0,0,0,0,4,0,5,1,0,0,0,2,0,1,0,3,2,2,2,1,21,0,1,0,0,1,18,5,2,6,4,5,14,9,20170919
4495,401091069142012,3,1,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,1,1,2,1,20170919
4496,401091069142013,15,4,9,2,2,8,5,0,2,0,0,1,1,2,1,1,1,0,2,0,2,0,0,0,0,1,1,13,1,1,0,0,0,13,2,0,4,6,1,9,6,20170919
